Dex Number	Name	Variant	Ev. Kind	Ev. Value	Category	Description
324	Torkoal				Coal Pokémon	"They constantly search for coal to
add to their shell, digging mountains
tirelessly because it is the source of
their power. If they run out of coal,
they grow weak. They are commonly
found in abandoned coal mines."
325	Spoink		Level	Medium	Bounce Pokémon	"They are always bouncing with their
tail. If they ever stop, their heart
wouldn’t beat anymore. Spoinks
balance a pearl from Clamperl on
their head, if it’s lost, they won’t be
able to control their psychic powers."
326	Grumpig				Manipulate Pokémon	"Grumpigs control their foes with
their psychic powers amplified by
the pearls on their head and a
hypnotic dance. However, when
they use their powers, they have a
difficult time breathing."
327	Spinda				Spot Panda Pokémon	"Spindas move while stumbling in
dizziness. This teeter dance causes
a severe confusion on whoever
is looking. They are shy towards
humans but sometimes they appear
in towns looking really disoriented."
328	Trapinch		Level	Medium	Ant Pit Pokémon	"Their nest is like a bowl pit dug in
sand. Trapinches wait for prey to
tumble down their pit, later to be
crushed between this Pokemon’s
jaws. Beware of them as their bite
can cause serious damage."
329	Vibrava		Level	Slow	Vibration Pokémon	"This Pokémon’s vibrations can cause
severe headaches or even fainting.
If their prey faints, they proceed to
melt them with acid. Vibrava's wings
are still growing, making it a clumsy
flier with low endurance."
330	Flygon				Mystic Pokémon	"Known as the “Elemental Spirit of
the Desert”. Their wings create a
cloud of dust that surrounds this
Pokémon while flying, while their
flapping produces a sound that
resembles a woman singing."
331	Cacnea		Level	Medium	Cactus Pokémon	"They release a strong and sweet
aroma to attract prey, if they get
closer, Cacneas shoot sharp thorns
to bring them down. They resemble
cactuses and hide among them."
332	Cacturne				Scarecrow Pokémon	"They only move during the night.
If they spot a traveler, Cacturnes
will stalk them in groups, waiting for
the exhausted creatures to sleep
before attacking. Their insides are
actually sand."
333	Swablu		Level	Slow	Cotton Bird Pokémon	"Their wings are made of cotton
clouds. They are friendly creatures
that love to be near humans, usually
sitting on their heads as cotton
hats. They travel in flocks and live
near towns during the Spring."
334	Altaria				Humming Pokémon	"Seen as dancing clouds in the sky,
Altarias sing melodies in their sweet
voices, evoking wonder, beauty and
dreams to the listeners. They live far
away from people and throw colorful
fireballs at uninvited guests."
334	Altaria	Mega			Humming Pokémon	"The power of the Mega Stone
awakens a part of it full of wonder.
Mega-Alatarias can be benevolent
or ruthless depending on who they
are dealing with. Its lush cloud-wings
turn dark whenever it gets angry."
335	Zangoose				Cat Ferret Pokémon	"The sole desire to battle Sevipers is
embedded in their genes, they have
been rivals since forever. Zangoose
is a very agile quadruped, standing
up on two legs only when ready to
fight."
336	Seviper				Fang Snake Pokémon	"Their hate for the Zangoose has
been boiling for so long it’s now a
basic instinct. They battle using
their sword-edged poisonous tail,
hiding in tall grass until an unwary
prey gets close enough."
337	Lunatone				Meteorite Pokémon	"First found where a meteorite fell.
For this reason it’s believed it came
from space. Its eyes fill people with
dread and lure them to sleep. They
become very active and extremely
powerful during full moons."
338	Solrock				Meteorite Pokémon	"People say it came from space.
They release the purest light when
they get angry. Usually found
absorbing solar light during the day,
Solrocks can emit blinding lights and
burning heat while spinning."
339	Barboach		Level	Medium	Whiskers Pokémon	"Their whiskers work as a super
sensitive radar. They hide in the
mud with only their whiskers
exposed, waiting for prey to come. If
the mud dries, they move back into
the water."
340	Wishcash				Whiskers Pokémon	"Dangerous and territorial, they claim
entire ponds as their homes and will
crush whoever dares to dive in with
earthquakes. They eat anything
alive in their pond or swamp. They
have learned to foretell real tremors."
341	Corphish		Level	Medium	Ruffian Pokémon	"Corphish were originally foreign
Pokémon that were imported as
pets. They eventually turned up in
the wild and reproduced a lot. They
are resilient and can live in polluted
water. Beware of their pincers."
342	Crawdaunt				Rogue Pokémon	"Crawdaunt is extremely violent and
territorial. The ponds where it lives
look like desolated places due
to them attacking anything that
comes close. It sheds its shell once a
year, this weakens it for a few days."
343	Baltoy		Level	Medium	Clay Doll Pokémon	"They spin on their center to move
around. When a group of them
gathers they create a horrible,
headache inducing noise at unison.
Old paintings describe them living
with people in ancient times."
344	Claydol				Clay Doll Pokémon	"It is made entirely of clay. The first
one was discovered in ruins from
20,000 years ago. A strange light is
said to be the source of its life and
psychic abilities. Its eight eyes are
always alert and always watching."
345	Lileep		Level	Medium	Sea Lily Pokémon	"Over 100 million years ago, Lileep
used to attach themselves to
rocks at the bottom of the sea. A
catastrophe led them all to extinction.
A few fossils were found and some
were revived by scientists."
346	Cradily				Barnacle Pokémon	"Cradily moves slowly at the bottom
of the sea. It uses its body as an
anchor and its tentacles as arms to
catch prey. Their foes are melted
with a potent acid before being
consumed."
347	Anorith		Level	Medium	Old Shrimp Pokémon	"This ancient Pokémon is thought to
be the common ancestor of many
modern Bug Pokémon. The fossils
show it lived in big schools and it
preferred warm waters. Anoriths
used their claws to catch small prey."
348	Armaldo				Plate Pokémon	"When the waters receded, this
Pokémon was forced to evolve to
live on land. Evidence suggests that
its claws could extend to reach the
prey that was far or underwater. Its
tough shell made it very resilient."
349	Feebas		Stat	Beauty 5	Fish Pokémon	"This Pokémon tastes awful, it is
incredibly ugly, smelly, kind of dumb
and a terrible fighter. To make
things worse, it is actually extremely
rare. For those reasons, people tend
to avoid it and it’s usually ignored"
350	Milotic				Tender Pokémon	"Milotic is considered to be one of
the most beautiful Pokémon in
existence. It has inspired music,
paintings and statues. It has the
power to calm the anger and
hostility of its foes."
351	Castform				Weather Pokémon	"This Pokémon reacts to the weather
by changing its type and looks. It
can also change the weather at will.
When there is a drought, farmers
lure them with small hanging dolls to
ask them for rain."
352	Kecleon				Color Swap Pokémon	"They are able to change their colors
to blend with their surroundings.
The only part of its body that can’t
change is the red zigzag line on its
belly. Kecleon is very sneaky, smart
and kind of insolent."
353	Shuppet		Level	Medium	Puppet Pokémon	"They feed on dark emotions such
as envy, jealousy and vengefulness.
If they sting you, they’ll fill you with
a vindictive desire. They don’t have
bodies under their blanket and they
are looking for a body to possess"
354	Banette				Marionette Pokémon	"It’s body is usually a discarded doll or
toy. Its spirit is made of dark feelings
and is overrun by the desire of
revenge towards the kid that threw
the toy away. If you open its mouth,
all the cursed energy will escape."
354	Banette	Mega			Marionette Pokémon	"The power of the Mega Stone rips
the layer keeping all the cursed
energy in. Its vindictive nature is so
overwhelming that it can’t help but
to curse its own Trainer."
355	Duskull		Level	Medium	Requiem Pokémon	"They wander at night. They can
make themselves invisible and they
follow travelers all night until dawn
breaks. It loves the crying of little
children, they can be seen scaring
kids who misbehaved during the day."
356	Dusclops		Trade	Trade holding an Item	Beckon Pokémon	"Its body is hollow. Some paranormal
experts say there is a spectral
energy ball inside them but it is not
confirmed. If it absorbs an object
or a creature there’s the risk that
nothing will come back out."
357	Tropius				Fruit Pokémon	"It is very common in humid and hot
regions. It can grow back the fruit
it has eaten. Mothers prefer Tropius
fruits to feed their children as it is
more nutritive and sweet. They are
mellow and friendly Pokémon."
358	Chimecho				Wind Chime Pokémon	"They have seven different cries that
resound with the wind. They can
create ultrasonic waves when they
are in danger. Using the suction
cup on their head, they hang to
branches on windy days."
359	Absol				Disaster Pokémon	"It is said that this Pokémon can live
for 100 years. It has a bad reputation:
Whenever one is seen, a disaster is
soon to follow - earthquakes, forest
fires and tidal waves. Absols lead a
lonely life."
359	Absol	Mega			Disaster Pokémon	"The power of the Mega Stone
makes its fur elongate. What you
see are not wings, just puffs of hair.
It gets distressed by this form and
dislikes going into fights, so it uses
its intimidating aura to fend off foes."
360	Wynaut		Level	Medium	Bright Pokémon	"Its face always appears to be happy,
but Wynaut can be deceitful. You
can only discern its true emotions
through its tail. They live together in
caves and bump into each other to
gain strength."
